ID,campus,program,Tværfagligt problemdesign,Systemtænkning i ingeniørvidenskab,Etisk teknologivurdering,Psykologisk tryghed i teams,Samarbejde på tværs af fagligheder,Facilitering af produktive møder,Digitale praksisser i projektarbejdet,SCRUM-teknikker i projektarbejdet,Generativ AI i studiepraksis,"Motivation, trivsel og work-life balance",Creative and systems thinking for complex problem-solving (whole day workshop - you are then attending 1 workshop the whole day),Clarification of individual professional competences,Ethical technology assessment​,Psychological safety in team work,Professional communication with external partners,Leadership and project management,Digital and hybrid practices in collaborative work,Professional identity development,Interdisciplinary problem design,Systems thinking in engineering,Collaboration across discplines,Facilitation of productive meeting,SCRUM-techniques in project work​,Generative AI in study practices​,"Motivation, well-being and work-life balance​",Creativity and entrepeneurship,Psychological safety in teamwork,Digital practices in project work,separator,Tværfagligt problemdesign2,Systemtænkning i ingeniørvidenskab3,Etisk teknologivurdering4,Psykologisk tryghed i teams5,Samarbejde på tværs af fagligheder6,Facilitering af produktive møder7,Digitale praksisser i projektarbejdet8,SCRUM-teknikker i projektarbejdet9,Generativ AI i studiepraksis10,"Motivation, trivsel og work-life balance11",Creative and systems thinking for complex problem-solving (whole day workshop - you are then attending 1 workshop the whole day)12,Clarification of individual professional competences13,Ethical technology assessment​14,Psychological safety in team work15,Professional communication with external partners16,Leadership and project management17,Digital and hybrid practices in collaborative work18,Professional identity development19,Interdisciplinary problem design20,Systems thinking in engineering21,Collaboration across discplines22,Facilitation of productive meeting23,SCRUM-techniques in project work​24,Generative AI in study practices​25,"Motivation, well-being and work-life balance​26",Creativity and entrepeneurship27,Psychological safety in teamwork28,Digital practices in project work29
406,AAL,bachelor,,1,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
407,AAL,master,,,,,,,,,,,3,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
408,AAL,master,,,,,,,,,,,,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
409,AAL,master,,,,,,,,,,,,,,,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
410,AAL,bachelor,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
411,AAL,master,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
412,AAL,bachelor,3,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
413,CPH,bachelor,,,,1,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,AAL,master,,,,,,,,,,,1,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
415,CPH,master,,,,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,
416,AAL,master,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
417,CPH,bachelor,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
418,AAL,master,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
419,AAL,master,,,,,,,,,,,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
420,AAL,master,,,,,,,,,,,,2,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
421,AAL,master,,,,,,,,,,,,3,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
422,AAL,master,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
423,CPH,bachelor,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
424,CPH,bachelor,,1,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
425,CPH,bachelor,,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
426,CPH,bachelor,,,,3,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,CPH,master,,,,,,,,,,,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
428,AAL,bachelor,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
429,CPH,bachelor,,,,,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
430,CPH,master,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
431,AAL,master,,,,,,,,,,,,1,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
432,AAL,master,,,,,,,,,,,,3,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
433,AAL,master,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
434,AAL,master,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
435,AAL,bachelor,,,,,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
436,AAL,bachelor,,,,,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
437,AAL,bachelor,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
438,AAL,bachelor,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
439,AAL,master,,,,,,,,,,,,3,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
440,AAL,master,,,,,,,,,,,1,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
441,AAL,master,,,,,,,,,,,2,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
442,AAL,bachelor,,3,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
443,AAL,master,,,,,,,,,,,2,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
444,CPH,bachelor,,,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
445,AAL,master,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
446,AAL,master,,,,,,,,,,,1,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
447,AAL,bachelor,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
448,CPH,master,,,,,,,,,,,2,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
449,AAL,master,,,,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,AAL,master,,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
451,AAL,master,,,,,,,,,,,,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
452,AAL,bachelor,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
453,AAL,bachelor,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
454,CPH,bachelor,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
456,AAL,master,,,,,,,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
457,AAL,bachelor,,2,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
458,AAL,master,,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
459,AAL,bachelor,,2,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
460,ESB,master,,,,,,,,,,,,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
461,CPH,master,,,,,,,,,,,1,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
462,AAL,bachelor,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
463,AAL,bachelor,,2,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
464,AAL,bachelor,,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
465,CPH,master,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
466,AAL,bachelor,,2,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
467,AAL,bachelor,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
468,AAL,master,,,,,,,,,,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
469,ESB,bachelor,,,,,,,,,,,,,,,,,,,3,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
470,CPH,master,,,,,,,,,,,3,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
471,CPH,bachelor,2,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
472,AAL,master,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
473,AAL,master,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
474,AAL,master,,,,,,,,,,,3,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
475,CPH,master,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,
476,CPH,master,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
477,CPH,master,,,,,,,,,,,1,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
478,AAL,master,,,,,,,,,,,,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
479,AAL,bachelor,,,,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
480,AAL,master,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
481,AAL,bachelor,3,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
482,CPH,master,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
483,AAL,bachelor,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
484,AAL,bachelor,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
485,AAL,master,,,,,,,,,,,,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
486,AAL,bachelor,,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
487,AAL,master,,,,,,,,,,,,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
488,AAL,master,,,,,,,,,,,,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
489,AAL,master,,,,,,,,,,,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
490,AAL,master,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
491,ESB,master,,,,,,,,,,,,2,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
492,AAL,bachelor,,,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
494,AAL,master,,,,,,,,,,,,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,CPH,bachelor,,,,,,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
497,CPH,master,,,,,,,,,,,,,,,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
498,AAL,master,,,,,,,,,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
500,AAL,master,,,,,,,,,,,1,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
501,AAL,bachelor,,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
502,AAL,master,,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
503,AAL,master,,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
504,AAL,bachelor,,1,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
505,CPH,master,,,,,,,,,,,1,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
506,AAL,bachelor,3,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
507,AAL,bachelor,1,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
508,AAL,bachelor,3,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
509,CPH,bachelor,,3,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
510,CPH,bachelor,,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
511,CPH,master,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,
512,AAL,bachelor,,,,,,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
513,ESB,master,,,,,,,,,,,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
514,AAL,master,,,,,,,,,,,,2,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
515,CPH,master,,,,,,,,,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
516,AAL,master,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
517,AAL,master,,,,,,,,,,,,1,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
518,AAL,master,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
519,AAL,master,,,,,,,,,,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
520,AAL,master,,,,,,,,,,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
521,ESB,master,,,,,,,,,,,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
522,AAL,master,,,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
523,AAL,master,,,,,,,,,,,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
524,AAL,bachelor,,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
525,AAL,master,,,,,,,,,,,,2,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
526,AAL,master,,,,,,,,,,,1,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
527,CPH,bachelor,,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
528,AAL,master,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
529,CPH,master,,,,,,,,,,,,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
530,ESB,bachelor,,,,,,,,,,,,,,,,,,,,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
531,AAL,master,,,,,,,,,,,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
532,AAL,master,,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
533,AAL,master,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
534,AAL,bachelor,,2,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
535,AAL,master,,,,,,,,,,,1,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
536,AAL,master,,,,,,,,,,,,1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
537,AAL,master,,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
538,AAL,master,,,,,,,,,,,,2,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
539,CPH,bachelor,,2,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
540,AAL,bachelor,2,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,
541,AAL,master,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
542,AAL,bachelor,,2,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
543,CPH,bachelor,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
544,CPH,bachelor,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
545,CPH,bachelor,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
546,CPH,bachelor,2,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
547,CPH,bachelor,2,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
548,AAL,master,,,,,,,,,,,2,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,AAL,master,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,AAL,master,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,AAL,bachelor,,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
552,AAL,bachelor,2,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
553,AAL,master,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
554,AAL,master,,,,,,,,,,,1,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
555,AAL,master,,,,,,,,,,,1,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
556,CPH,bachelor,,,3,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
558,AAL,master,,,,,,,,,,,1,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
559,AAL,bachelor,,,,3,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
560,AAL,bachelor,,1,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
561,CPH,master,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
562,AAL,bachelor,,2,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
563,AAL,bachelor,,1,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
564,ESB,bachelor,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
565,AAL,master,,,,,,,,,,,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
566,AAL,bachelor,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
567,AAL,master,,,,,,,,,,,,3,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,AAL,bachelor,,,2,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,AAL,bachelor,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
570,AAL,master,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,AAL,bachelor,,,,,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
573,AAL,bachelor,,,,1,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,AAL,bachelor,,1,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,AAL,master,,,,,,,,,,,3,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,AAL,bachelor,,1,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
577,CPH,master,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
578,ESB,bachelor,,,,,,,,,,,,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
579,AAL,bachelor,,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
580,AAL,bachelor,,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
581,AAL,master,,,,,,,,,,,1,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,AAL,bachelor,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
583,AAL,bachelor,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,AAL,master,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,AAL,bachelor,,3,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,AAL,bachelor,,3,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,AAL,bachelor,,2,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
588,AAL,bachelor,,1,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
589,AAL,bachelor,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,AAL,bachelor,,2,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,AAL,bachelor,2,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,AAL,master,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
593,AAL,master,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
594,CPH,master,,,,,,,,,,,3,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,
595,AAL,master,,,,,,,,,,,,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,AAL,bachelor,1,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
597,AAL,master,,,,,,,,,,,1,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
